creators,date,ol_id,publisher,title,trove_url,version_id,work_id
"St. Ledger, Anthony James Joseph 1861-",1909,OL23279595M,London Macmillan,Australian socialism an historical sketch of its origin & developments by A. St. Ledger.,https://trove.nla.gov.au/version/1118087 3228015,1118087 3228015,1036229
"St. Ledger, Anthony James Joseph 1861-",1909,OL7013670M,London Macmillan,Australian socialism an historical sketch of its origin & developments by A. St. Ledger.,https://trove.nla.gov.au/version/1118087 3228015,1118087 3228015,1036229
Tom Brosnahan,1993,OL24981792M,Hawthorn Lonely Planet,Turkey a travel survival kit Tom Brosnahan,https://trove.nla.gov.au/version/170137541,170137541,10363212
Tom Brosnahan,1990,OL22298209M,"Hawthorn, Victoria Lonely Planet",Turkey a travel survival kit.,https://trove.nla.gov.au/version/207841675,207841675,10363212
Nancy Livingston,1994,OL1093802M,New York St. Martin's Press,Two sisters Nancy Livingston.,https://trove.nla.gov.au/version/176693754,176693754,10364746
Marian Power,2004,OL25551553M,"Camberwell, Victoria ACER Press",A quick guide to human resource testing Marian Power,https://trove.nla.gov.au/version/209889499,209889499,10366795
Patricia Wrightson 1921-,1985,OL21145812M,Harmondsworth Penguin,A little fear Patricia Wrightson.,https://trove.nla.gov.au/version/261078435,261078435,10367824
Morris Gleitzman 1953-,1995,OL795093M,San Diego Harcourt Brace,Puppy fat Morris Gleitzman.,https://trove.nla.gov.au/version/50600619,50600619,10369272
Gabrielle Wang,2002,OL7362099M,Puffin,The Garden of Empress Cassia,https://trove.nla.gov.au/version/254587828,254587828,10369544
Ada Cambridge 1844-1926,1903,OL23347920M,London Methuen & Co.,Thirty years in Australia by Ada Cambridge.,https://trove.nla.gov.au/version/1119022 3343480,1119022 3343480,1037105
Ada Cambridge 1844-1926,1903,OL7014171M,London Methuen & Co.,Thirty years in Australia by Ada Cambridge.,https://trove.nla.gov.au/version/1119022 3343480,1119022 3343480,1037105
James Backhouse 1794-1869,1843,OL6945061M,"London Hamilton, Adams and Co.",A narrative of a visit to the Australian colonies by James Backhouse.,https://trove.nla.gov.au/version/49145592,49145592,10371634
Jon Cleary 1917-,1975,OL5066842M,New York Morrow,The safe house Jon Cleary.,https://trove.nla.gov.au/version/184910222,184910222,10372848
C. H. Tyndale-Biscoe|CSIRO Publishing.,2005,OL3465901M,"Collingwood, Vic CSIRO Publishing",Life of marsupials Hugh Tyndale-Biscoe.,https://trove.nla.gov.au/version/208074409,208074409,10375012
C. H. Tyndale-Biscoe,1973,OL5411456M,New York American Elsevier Pub. Co.,Life of marsupials.,https://trove.nla.gov.au/version/260224483,260224483,10375012
Gerard Krefft 1830-1881,1869,OL7014425M,"Sydney T. Richards, Government Printer",The snakes of Australia an illustrated and descriptive catalogue of all the known species. By Gerard Krefft...,https://trove.nla.gov.au/version/1119518 168585573,1119518 168585573,1037589
Gerard Krefft 1830-1881,1869,OL24870184M,"Sydney T. Richards, Government Printer",The snakes of Australia an illustrated and descriptive catalogue of all the known species By Gerard Krefft...,https://trove.nla.gov.au/version/1119518 168585573,1119518 168585573,1037589
"Bradley Mayhew|Brown, Lindsay, author|Butler, Stuart, author",2015,OL26351041M,,"Nepal this edition written and researched by Bradley Mayhew, Lindsay Brown, Stuart Butler",https://trove.nla.gov.au/version/250916996,250916996,10380038
Bradley Mayhew,2006,OL8906711M,Lonely Planet Publications,Lonely Planet NepalPaperback,https://trove.nla.gov.au/version/208034947,208034947,10380038
"Bradley Mayhew|Bindloss, Joseph.|Armington, Stan.",2006,OL19683107M,"Footscray, Vic Lonely Planet","Nepal Bradley Mayhew, Joe Bindloss, Stan Armington.",https://trove.nla.gov.au/version/208164039,208164039,10380038
"Bradley Mayhew|Brown, Lindsay 1962-|Vivequin, Wanda.",2003,OL18807364M,"Melbourne, Vic Lonely Planet","Nepal Bradley Mayhew, Lindsay Brown, Wanda Vivequin.",https://trove.nla.gov.au/version/247392515,247392515,10380038
Hugh Finlay 1732-1801,2001,OL8647730M,Lonely Planet Publications,Lonely Planet NepalPaperback,https://trove.nla.gov.au/version/177757133,177757133,10380038
"Tony Wheeler 1946-|Everist, Richard.",1993,OL829495M,"Hawthorn, Vic., Australia Lonely Planet Publications","Nepal a travel survival kit Tony Wheeler, Richard Everist.",https://trove.nla.gov.au/version/176691026,176691026,10380038
Tom Gilling,2002,OL23246766M,New York Atlantic Monthly Press,The adventures of Miles and Isabel Tom Gilling.,https://trove.nla.gov.au/version/175068458,175068458,10380996
Colleen McCullough 1937-,2004,OL24951324M,New York Pocket Star Books,The touch Colleen McCullough,https://trove.nla.gov.au/version/175096765,175096765,10381479
Colleen McCullough 1937-,2003,OL3324888M,New York Simon & Schuster,The touch Colleen McCullough.,https://trove.nla.gov.au/version/49115252 49201029,49115252 49201029,10381479
Colleen McCullough 1937-,2003,OL23271730M,New York Simon & Schuster,The touch Colleen McCullough.,https://trove.nla.gov.au/version/49115252 49201029,49115252 49201029,10381479
"Joseph Bindloss|Parkinson, Tom.|Fletcher, Matt.",2003,OL22816221M,"Melbourne, Vic Lonely Planet","Kenya Joseph Bindloss, Tom Parkinson, Matt Fletcher.",https://trove.nla.gov.au/version/247409297,247409297,10383328
"Stevens, Christine 1946-",1994,OL838866M,Melbourne Oxford University Press,"White man's dreaming Killalpaninna Mission, 1866-1915 Christine Stevens.",https://trove.nla.gov.au/version/261842233,261842233,10396070
"Barton, G. B. 1836-1901",1866,OL7015481M,"Sydney T. Richards, govt. printer",Literature in New South Wales by G.B. Barton.,https://trove.nla.gov.au/version/1121718,1121718,1039666
Richard Nile,1993,OL24777819M,"Austin, Tex Raintree Steck-Vaughn",Australian aborigines Richard Nile,https://trove.nla.gov.au/version/168586863 168629117,168586863 168629117,10398524
Richard Nile,1993,OL24863155M,"Austin, Tex Raintree Steck-Vaughn",Australian aborigines Richard Nile,https://trove.nla.gov.au/version/168586863 168629117,168586863 168629117,10398524
"Johnson, Susan 1956-",1993,OL1144701M,London Faber and Faber,A big life Susan Johnson.,https://trove.nla.gov.au/version/177750727,177750727,10403777
Jill Neville 1932-,1994,OL1106134M,New York St. Martin's Press,Swimming the channel Jill Neville.,https://trove.nla.gov.au/version/176695247,176695247,10404537
"Pérez Sarduy, Pedro, 1943-|Stubbs, Jean, 1946-|Center for Cuban Studies.",1993,OL590110M,"Melbourne, Vic Ocean Press","AfroCuba an anthology of Cuban writing on race, politics and culture edited by Pedro Perez Sarduy and Jean Stubbs.",https://trove.nla.gov.au/version/180765699,180765699,10405100
Henry de Rosenbach Walker 1867-,1897,OL23279570M,London T. F. Unwin,Australasian democracy by Henry de R. Walker.,https://trove.nla.gov.au/version/1122849 3227959,1122849 3227959,1040762
Henry de Rosenbach Walker 1867-,1897,OL7016241M,London T. F. Unwin,Australasian democracy by Henry de R. Walker.,https://trove.nla.gov.au/version/1122849 3227959,1122849 3227959,1040762
Rose Zwi,1993,OL1184477M,"North Melbourne, Vic Spinifex",Safe houses Rose Zwi.,https://trove.nla.gov.au/version/207889291,207889291,10408521
Sara Benson,2010,OL26342928M,"Footscray, Vic Lonely Planet",Coastal California Sara Benson..[et al.].,https://trove.nla.gov.au/version/249118705,249118705,10417580
John A. Vlahides,2007,OL8907394M,Lonely Planet Publications,Lonely Planet Coastal CaliforniaPaperback,https://trove.nla.gov.au/version/260764475,260764475,10417580
"John A. Vlahides|Hershey, Alex|Lonely Planet Publications (Firm)",2007,OL24745572M,"Footscray, Vic., Australia Lonely Planet","Coastal California John A. Vlahides, Alex Hershey",https://trove.nla.gov.au/version/168628897,168628897,10417580
Mary-Rose MacColl 1961-,2003,OL3458607M,"Crows Nest, NSW Allen & Unwin",Killing Superman Mary-Rose MacColl.,https://trove.nla.gov.au/version/207835101,207835101,10418566
"Sydney Parkinson 1745?-1771|Parkinson, Sydney, 1745?-1771|Banks, Joseph, 1743-1820|Solander, Daniel Charles, 1733-1782",1773,OL26526341M,"London Printed for Stanfield Parkinson, the editor, and sold by Richardson and Urquhart, etc","A journal of a voyage to the South Seas, in His Majesty's ship, the Endeavour Faithfully transcribed from the papers of the late Sydney Parkinson. Draughtsman to Joseph Banks, Esq. on his late expedition, with Dr. Solander, round the world",https://trove.nla.gov.au/version/259791653,259791653,10418713
Morris West 1916-1999,1981,OL4259293M,New York Morrow,A West quartet four novels of intrigue and high adventure by Morris West.,https://trove.nla.gov.au/version/171446387,171446387,10420367
Western Australian Museum.|Field Museum of Natural History.,1981,OL3522034M,"Perth, W.A Western Australian Museum","Biological survey of Mitchell Plateau and Admiralty Gulf, Kimberley, Western Australia papers resulting from a joint field expedition to Mitchell Plateau, Kimberley by the Western Australian Museum, Perth, and the Field Museum of Natural History, Chicago, U.S.A., 1976-1977.",https://trove.nla.gov.au/version/209830402,209830402,10424879
"Christina Stead 1902-1983|Read, Jean B.",1981,OL20729608M,London Virago,A Christina Stead reader selected by Jean B. Read.,https://trove.nla.gov.au/version/250901930,250901930,10425378
Michael Heyward 1959-,1994,OL15067205M,London Faber and Faber,The Ern Malley affair Michael Heyward ; introduction by Robert Hughes.,https://trove.nla.gov.au/version/259801330,259801330,10427876
Gary C. B. Poore,2004,OL3378618M,"Collingwood, Vic CSIRO Pub.",Marine decapod Crustacea of southern Australia a guide to identification Gary C.B. Poore.,https://trove.nla.gov.au/version/207984112,207984112,10428813
Dr. Marcus Bowles,2004,OL10438647M,Melbourne University Publishing,Relearning to E-learn Strategies for Electronic Learning and KnowledgePaperback,https://trove.nla.gov.au/version/259806000,259806000,10429166
Gavan Daws,1994,OL24738526M,New York W. Morrow,Prisoners of the Japanese POWs of World War II in the Pacific Gavan Daws,https://trove.nla.gov.au/version/50918600 168647836,50918600 168647836,10429329
Gavan Daws,1994,OL1436869M,New York W. Morrow,Prisoners of the Japanese POWs of World War II in the Pacific Gavan Daws.,https://trove.nla.gov.au/version/50918600 168647836,50918600 168647836,10429329
"Lewis, Brian 1906-",1981,OL24870161M,"Ringwood, Vic Penguin Australia",Our war Brian Lewis,https://trove.nla.gov.au/version/168635286,168635286,10430921
"Bennett, Jack 1934-|Williamson, David, 1942-|Weir, Peter, 1944-",1981,OL3885537M,New York St. Martin's Press,Gallipoli Jack Bennett.,https://trove.nla.gov.au/version/252295341,252295341,10431009
Jean Bedford 1946-,1993,OL1136035M,"Ringwood, Vic McPhee Gribble",If with a beating heart Jean Bedford.,https://trove.nla.gov.au/version/209771012,209771012,10431256
Andy Griffiths 1961-|Terry Denton (Illustrator),2004,OL7512821M,Scholastic Inc.,Just Stupid,https://trove.nla.gov.au/version/260740269,260740269,10431821
Paul Jennings 1943-,2002,OL7354368M,Puffin,Tongue-Tied!,https://trove.nla.gov.au/version/256425497,256425497,10432047
Marilyn Strathern,1972,OL5308704M,"Port Moresby New Guinea Research Unit, Australian National University",Official and unofficial courts: legal assumptions and expectations in a highlands community.,https://trove.nla.gov.au/version/261829541,261829541,10432102
Andy Griffiths 1961-|Terry Denton (Illustrator),2005,OL7513714M,Scholastic Inc.,Just Disgusting,https://trove.nla.gov.au/version/261857266,261857266,10432147
"Ambrose Pratt 1874-1944|Deakin, Alfred, 1856-1919.",1908,OL7017958M,"London [etc.] Ward, Lock & Co., Ltd.","David Syme, the father of protection in Australia by Ambrose Pratt; with introduction by the Hon. Alfred Deakin ...",https://trove.nla.gov.au/version/1126060,1126060,1043832
"Ambrose Pratt 1874-1944|Deakin, Alfred, 1856-1919.",1908,OL7133298M,"London Ward, Lock & co., ltd.","David Syme, the father of protection in Australia",https://trove.nla.gov.au/version/1650799,1650799,1043832
"Western Australia. Dept. of Lands and Surveys.|Julius, G. A.",1908,OL7018300M,"Perth F. W. Simpson, government printer","Western Australian timber tests, 1906.",https://trove.nla.gov.au/version/1126630,1126630,1044354
"Macarthur, Edward Sir 1789-1872",1841,OL7018839M,London J. Murray,"Colonial policy of 1840 and 1841 as illustrated by the governor's despatches, and proceedings of the Legislative Council of New South Wales. By Major Macarthur.",https://trove.nla.gov.au/version/1127594,1127594,1045245
Kate Jennings 1948-,2009,OL22514998M,"Thorndike Press Waterville, Maine",Stanley and Sophie by Kate Jennings.,https://trove.nla.gov.au/version/254000132,254000132,10459732
Kate Jennings 1948-,2008,OL11758281M,Scribner,Stanley and SophieHardcover,https://trove.nla.gov.au/version/257750417,257750417,10459732
"Michigan.|Glenn, Thomas H.",1867,OL7019415M,"Lansing J. A. Kerr & co., printers to the state",Journal of the Constitutional convention of the state of Michigan.,https://trove.nla.gov.au/version/1128533,1128533,1046131
C. W. Stainsfield,1883,OL7019563M,London C.W. Stainsfield,"Descriptive catalogue of Australian tradesmen's tokens illustrated with woodcuts, also some account of the early silver pieces and gold coinage of Australia by C.W. Stainsfield.",https://trove.nla.gov.au/version/1128890,1128890,1046473
"Napier, Charles James Sir 1782-1853",1835,OL7019657M,London T. & W. Boone,Colonization particularly in Southern Australia: with some remarks on small farms and over population. By Colonel Charles James Napier.,https://trove.nla.gov.au/version/1129024,1129024,1046603
"Richard Woldendorp|Johns, Anthony H. (Anthony Hearle)|Johns, Yohanni",1972,OL5320662M,Melbourne Thomas Nelson (Australia),Indonesia Photography by Richard Woldendorp. Text by A.H. Johns & Y. Johns,https://trove.nla.gov.au/version/49183806,49183806,10470043
Peter Sutton 1946-,2004,OL7755396M,Cambridge University Press,Native Title in Australia An Ethnographic PerspectiveHardcover,https://trove.nla.gov.au/version/207826806,207826806,10474515
Eva Bory,1971,OL5322716M,Sydney Hamlyn,Teaching children to swim.,https://trove.nla.gov.au/version/259808769,259808769,10475286
Beryl Martin 1928-,1972,OL5295290M,New York Scribner,Batik for beginners.,https://trove.nla.gov.au/version/211651010,211651010,10477574
Chris Wallace-Crabbe,1971,OL5325580M,Melbourne Oxford University Press,The Australian nationalists modern critical essays.,https://trove.nla.gov.au/version/261834899,261834899,10483681
Clifford Wyndham Holgate 1859-1903,1886,OL26368146M,London C. Whittingham and co.,An account of the chief libraries of Australia and Tasmania by C.W. Holgate ...,https://trove.nla.gov.au/version/250904640,250904640,10489252
Philip Clarke,2004,OL8907620M,Allen & Unwin Academic,Where the Ancestors Walked Australia as an Aboriginal LandscapePaperback,https://trove.nla.gov.au/version/260767795,260767795,10493760
"Ted Lewin|Lewin, Betsy.",2005,OL3681511M,New York HarperCollins,Top to bottom down under Ted & Betsy Lewin.,https://trove.nla.gov.au/version/261843570,261843570,10495858
"Heather Burke|Smith, Claire, 1957-",2004,OL3453247M,"Crow's Nest, NSW Allen & Unwin",The archaeologist's field handbook Heather Burke and Claire Smith.,https://trove.nla.gov.au/version/208024849,208024849,10503898
"Christopher Scheer|Scheer, Robert|Chaudhry, Lakshmi",2003,OL24870981M,New York Akashic Books,"The five biggest lies Bush told us about Iraq Christopher Scheer, Robert Scheer, and Lakshmi Chaudhry",https://trove.nla.gov.au/version/168612295,168612295,10504258
